,make,model,variant,ex-showroom_price,displacement,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity,fuel_type,height,length,width,body_type,doors,city_mileage,highway_mileage,arai_certified_mileage,arai_certified_mileage_for_cng,kerb_weight,gears,ground_clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track,rear_track,front_tyre_&_rim,rear_tyre_&_rim,power_steering,power_windows,power_seats,keyless_entry,power,torque,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase,wheels_size,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty,bluetooth,boot-lid_opener,boot_space,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,extended_warranty,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,3_point_seat-belt_in_middle_rear_seat,ambient_lightning,cargo/boot_lights,drive_modes,engine_immobilizer,high_speed_alert_system,lane_watch_camera/_side_mirror_camera,passenger_side_seat-belt_reminder,seat_back_pockets,voice_recognition,walk_away_auto_car_lock,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,compression_ratio,adjustable_steering_column,other_specs,other_specs,parking_assistance,key_off_reminder,usb_compatibility,android_auto,apple_carplay,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,tyre_pressure_monitoring_system,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,recommended_tyre_pressure,heated_seats,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,paddle_shifters,leather_wrapped_steering,automatic_headlamps,engine_type,asr_/_traction_control,cruise_control,usb_ports,heads-up_display,welcome_lights,battery,electric_range,cylindders
273,Audi,A4,Premium Plus 35 Tfsi,4149000,1395,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,54,Petrol,1427,4726,1842,Sedan,4,15.29,15.29,18.16,,1450 kg,7,170,Ventilated Disc,Ventilated Disc,"Independent-wheel suspension, five-link axle with front track rod, aluminum transverse link, subframe and tubular anti-roll bar","Independent-wheel suspension, five-link axle with rear track rod, resiliently mounted subframe and anti-roll bar",1572 mm,1555 mm,225/50 R17 94Y,225/50 R17 94Y,Electric Power,All Windows,"Yes, with memory",Smart Key,150PS@5000-6000rpm,250Nm@1500-3500,Digital,Digital,Analog,Yes,5,Leather,DCT,2820 mm,,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,With Remote,480,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Push to Open,Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,,3 Zone climate control,Yes,Yes,Yes,No,Yes,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1945 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Unknown,Unknown,4.0
274,Audi,A4,Technology 35 Tfsi,4507000,1395,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,54,Petrol,1427,4726,1842,Sedan,4,15.29,15.29,18.16,,1450 kg,7,170,Ventilated Disc,Ventilated Disc,"Independent-wheel suspension, five-link axle with front track rod, aluminum transverse link, subframe and tubular anti-roll bar","Independent-wheel suspension, five-link axle with rear track rod, resiliently mounted subframe and anti-roll bar",1572 mm,1555 mm,225/50 R17 94Y,225/50 R17 94Y,Electric Power,All Windows,"Yes, with memory",Smart Key,150PS@5000-6000rpm,250Nm@1500-3500,Digital,Digital,Analog,Yes,5,Leather,DCT,2820 mm,,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,With Remote,480,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Push to Open,Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,,3 Zone climate control,Yes,Yes,Yes,No,Yes,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1945 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Unknown,Unknown,4.0
275,Mini,John Cooper Works,Hatch,4350000,1998,4.0,4.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,44,Petrol,1414,3874,1727,"Sports, Hatchback",3,15.29,15.29,16.47,,1330 kg,8,170,Ventilated Disc,Ventilated Disc,,,,,"43.66 cm/17"" Light Alloy Wheels JCW Track Spoke, Black","43.66 cm/17"" Light Alloy Wheels JCW Track Spoke, Black",Electric Power,All Windows,"Yes, with memory","Remote, Smart Key",231hp@5200-6200rpm,320 Nm@1450-4800rpm,Digital,Digital,Digital,Yes,2,Leather,Automatic,2495 mm,"43.66 cm/17"" Light Alloy Wheels JCW Track Spoke, Black",Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,"Manual, With Remote",455,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"With Remote, Internal",Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,No,Yes,Yes,"Eco, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1710 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,10.2:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,2.0,Yes,Yes,Unknown,Unknown,4.0
276,Jaguar,Xe,S Petrol,4498000,1997,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,61,Petrol,1416,4691,1850,Sedan,4,15.29,15.29,11,,1639 kg,8,125,Ventilated Disc,Ventilated Disc,Double wishbone,Independent Integral Link,1597 mm,1598 mm,205 / 55 R17,205 / 55 R17,Hydraulic Power,All Windows,Power seats,Remote,250PS@5500RPM,365Nm@1500-4000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2835 mm,205 / 55 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,"Internal, With Remote",455,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.22 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2150 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,10.5+/-0.5,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Unknown,Unknown,4.0
277,Jaguar,Xe,S Diesel,4498000,1999,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,56,Diesel,1416,4691,1850,Sedan,4,15.29,15.29,11,,1611 kg,8,125,Ventilated Disc,Ventilated Disc,Double wishbone,Independent Integral Link,1597 mm,1598 mm,205 / 55 R17,205 / 55 R17,Hydraulic Power,All Windows,Power seats,Remote,180PS@4000rpm,430NM@1750-2500rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,2835 mm,205 / 55 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,"Internal, With Remote",455,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.22 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2190 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,15.5+/-0.5,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Unknown,Unknown,4.0
278,Jaguar,Xe,Se Diesel,4633000,1999,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,56,Diesel,1416,4691,1850,Sedan,4,15.29,15.29,11,,1611 kg,8,125,Ventilated Disc,Ventilated Disc,Double wishbone,Independent Integral Link,1597 mm,1598 mm,205 / 55 R17,205 / 55 R17,Hydraulic Power,All Windows,"Yes, with memory",Smart Key,180PS@4000rpm,430NM@1750-2500rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,2835 mm,205 / 55 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,"Internal, With Remote",455,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.22 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2190 kg,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,15.5+/-0.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Unknown,Unknown,4.0
279,Jaguar,Xe,Se Petrol,4633000,1997,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,61,Petrol,1416,4691,1850,Sedan,4,15.29,15.29,11,,1639 kg,8,125,Ventilated Disc,Ventilated Disc,Double wishbone,Independent Integral Link,1597 mm,1598 mm,205 / 55 R17,205 / 55 R17,Hydraulic Power,All Windows,"Yes, with memory",Smart Key,250PS@5500RPM,365Nm@1500-4000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2835 mm,205 / 55 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,"Internal, With Remote",455,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.22 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2150 kg,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,10.5+/-0.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Unknown,Unknown,4.0
280,Jaguar,Xf,2.0 Prestige,5436329,1999,4.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,74,Petrol,1460,4961,2091,Sedan,4,5.7,5.7,13.12,,1730 kg,8,170,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1605 mm,1594 mm,235/55R17,235/55R17,Electric Power,All Windows,"Yes, with memory",No,247PS@5500rpm,340Nm@1750-2000RPM,Analog,Analog,Analog,Yes,5,Leather,Automatic,2960 mm,235/55R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Manual,505,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Yes,Automatic,Analog,Yes,11.61 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,Yes,2210 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,6.0,10:1,"Rake, Reach",,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
281,Jaguar,Xf,2.0 Portfolio,6073446,1999,4.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,82,Petrol,1457,5252,1899,Sedan,4,5.7,5.7,13.12,,1871 kg,8,100,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1605 mm,1594 mm,235/55R18,235/55R18,Electric Power,All Windows,Yes,Smart Key,247PS@5500rpm,340Nm@1750-2000RPM,Analog,Analog,Analog,Yes,5,Leather,Automatic,3157 mm,235/55R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Manual,520,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Yes,Automatic,Analog,Yes,11.61 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2210 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,6.0,10:1,"Rake, Reach",,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
282,Jaguar,Xf,2.0 Portfolio Diesel,6138811,1999,4.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,83,Diesel,1457,5252,1899,Sedan,4,5.7,5.7,19.33,,1871 kg,8,100,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1605 mm,1594 mm,235/55R18,235/55R18,Electric Power,All Windows,Yes,Smart Key,180ps@5500rpm,430Nm@1750-2000rpm,Analog,Analog,Analog,Yes,5,Leather,Automatic,3157 mm,235/55R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Manual,520,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog,Yes,11.61 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2250 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,15.5:1,"Rake, Reach",,Air Conditioner : Standard,Unknown,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
283,Jaguar,Xf,2.0 Prestige Diesel,5506622,1999,4.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,66,Diesel,1457,5067,2091,Sedan,4,5.7,5.7,19.33,,1729 kg,8,170,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1605 mm,1594 mm,235/55R17,235/55R17,Electric Power,All Windows,Yes,No,180ps@5500rpm,430Nm@1750-2000rpm,Analog,Analog,Analog,Yes,5,Leather,Automatic,2960 mm,235/55R17,Yes,,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Manual,505,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog,Yes,11.61 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2250 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,6.0,15.5:1,"Rake, Reach",,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
284,Jaguar,Xf,2.0 Pure Diesel,4977080,1999,4.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,66,Diesel,1457,5067,2091,Sedan,4,5.7,5.7,19.33,,1687 kg,8,170,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1605 mm,1594 mm,235/55R17,235/55R17,Electric Power,All Windows,Yes,No,180ps@5500rpm,430Nm@1750-2000rpm,Analog,Analog,Analog,Yes,5,Leather,Automatic,2960 mm,235/55R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Manual,505,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog,Yes,11.61 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,No,Yes,Yes,No,,,,Yes,,,No,,,,Yes,Yes,All Rows,2250 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,6.0,15.5:1,"Rake, Reach",,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
285,Audi,A3 Cabriolet,40 Tfsi,5038000,1395,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,50,Petrol,1409,4421,1793,Convertible,2,19.2,19.2,19.2,,1430 kg,7,160,Ventilated Disc,Ventilated Disc,McPherson Strut,Multi - link,1555 mm,1526 mm,205 / 55 R16,205 / 55 R16,Electric Power,All Windows,,Smart Key,148 bhp @ 5100 rpm,250 Nm @ 1250 RPM,Digital,Analog,Analog,Yes,4,Leather,Automatic,2595 mm,R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,320,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,Front Row,1930 kg,"Driver frontal airbag, Driver head airbag, Front passenger frontal airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Driver knee airbag",Yes,Yes,Yes,,7.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
286,Audi,A6,Premium Plus 45 Tfsi,5442200,1984,4.0,16.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,73,Petrol,1455,4933,1874,Sedan,4,15.29,15.29,14.11,,1780 kg,7,170,Ventilated Disc,Ventilated Disc,Five-link front suspension; tubular anti-roll bar,Five-link front suspension; tubular anti-roll bar,,,225/55 R18,225/55 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,245PS@5000-6500rpm,370Nm@1600-4500rpm,Digital,Analog,"Analog, Digital",Yes,5,Leather,Automatic,2912 mm,225/55 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,With Remote,560,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,,2 Zone Climate Control,Yes,Yes,Yes,No,Yes,Yes,"Comfort, Eco, Sport, Normal",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2345 kg,"Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,8.0,,Yes,,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Unknown,Unknown,4.0
287,Audi,A6,Technology 45 Tfsi,5942200,1984,4.0,16.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,73,Petrol,1455,4933,1874,Sedan,4,15.29,15.29,14.11,,1780 kg,7,170,Ventilated Disc,Ventilated Disc,Five-link front suspension; tubular anti-roll bar,Five-link front suspension; tubular anti-roll bar,,,225/55 R18,225/55 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,245PS@5000-6500rpm,370Nm@1600-4500rpm,Digital,Analog,"Analog, Digital",Yes,5,Leather,Automatic,2912 mm,225/55 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,With Remote,560,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,,2 Zone Climate Control,Yes,Yes,Yes,No,Yes,Yes,"Comfort, Eco, Sport, Normal",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2345 kg,"Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,8.0,,Yes,,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Unknown,Unknown,4.0
288,Bmw,X3,Xdrive 20D Luxury Line,5930000,1995,4.0,4.0,4WD,In-line,BS IV,"Front, Longitudinal",Injection,67,Diesel,1678,4657,1881,SUV,5,16,16,18.56,,1785 kg,8,212,Ventilated Disc,Ventilated Disc,Dynamic Damper Control,Dynamic Damper Control,1616 mm,1632 mm,225/60R19,225/60R19,Electric Power,All Windows,Yes,Smart Key,190PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2810 mm,225/60R19,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",550,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.95 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2300 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
