,make,model,variant,ex-showroom_price,displacement,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity,fuel_type,height,length,width,body_type,doors,city_mileage,highway_mileage,arai_certified_mileage,arai_certified_mileage_for_cng,kerb_weight,gears,ground_clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track,rear_track,front_tyre_&_rim,rear_tyre_&_rim,power_steering,power_windows,power_seats,keyless_entry,power,torque,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase,wheels_size,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty,bluetooth,boot-lid_opener,boot_space,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,extended_warranty,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,3_point_seat-belt_in_middle_rear_seat,ambient_lightning,cargo/boot_lights,drive_modes,engine_immobilizer,high_speed_alert_system,lane_watch_camera/_side_mirror_camera,passenger_side_seat-belt_reminder,seat_back_pockets,voice_recognition,walk_away_auto_car_lock,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,compression_ratio,adjustable_steering_column,other_specs,other_specs,parking_assistance,key_off_reminder,usb_compatibility,android_auto,apple_carplay,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,tyre_pressure_monitoring_system,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,recommended_tyre_pressure,heated_seats,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,paddle_shifters,leather_wrapped_steering,automatic_headlamps,engine_type,asr_/_traction_control,cruise_control,usb_ports,heads-up_display,welcome_lights,battery,electric_range,cylindders
1218,Lexus,Ls 500H,Distinct,19371000,3456,6.0,4.0,AWD (All Wheel Drive),V,BS IV,"Front, Transverse",Injection,82,Hybrid,1450,5235,1900,SUV,4,15.29,15.29,15.4,,2345 kg,5,170,Ventilated Disc,Ventilated Disc,MacPherson Strut,Trailing Arm Double Wishbone,1630 mm,1635 mm,245/45RF20,245/45RF20,Electric Power,All Windows,Power seats,Smart Key,299PS@6600rpm,350Nm@5100rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,3125 mm,245/45RF20,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,"With Remote, Manual",430,Yes,Yes,Yes,Analog,Front & Rear,Yes,Yes,Yes,,Yes,"With Remote, Internal",Digital,Automatic,Analog + Digital,Yes,5.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2725 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Yes,Yes,Yes,Yes,14.0,13.0:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,Unknown,Unknown,6.0
1219,Rolls-Royce,Rolls-Royce Phantom,Sedan,95000000,6749,12.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,100,Petrol,1638,5842,1990,Sedan,4,10.2,10.2,23,,2649 kg,8,164,Ventilated Disc,Ventilated Disc,Independent Double Wishbone with Air Springs,Independent Multi-Link with Air Springs,1686 mm,1676 mm,255/50R21,285/45R21,Electric Power,All Windows,Yes,Smart Key,460PS@5350rpm,720Nm@3500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,3570 mm,R21,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,4 years /Unlimited Kms (years/distance whichever comes first),Yes,Internal,460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,6.9 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,3109 kg,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,11:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,12.0
1220,Rolls-Royce,Rolls-Royce Phantom,Ewb,75400000,6749,12.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,100,Petrol,1640,6092,1990,Sedan,4,10.2,10.2,23,,2694 kg,8,164,Ventilated Disc,Ventilated Disc,Independent Double Wishbone with Air Springs,Independent Multi-Link with Air Springs,1686 mm,1676 mm,255/50R21,285/45R21,Electric Power,All Windows,Yes,Smart Key,460PS@5350rpm,720Nm@3500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,3820 mm,R21,,Yes,DVD Player with USB & Aux-in,Yes,Yes,4 years /Unlimited Kms (years/distance whichever comes first),Yes,Internal,460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,6.9 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,3171 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,6.0,11:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,12.0
1221,Fiat,Punto Evo,Dynamic 1.2,535562,1172,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1525,3989,1687,Hatchback,5,15.8,15.8,15.7,,1095 kg,5,185,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",,,165/80R14,165/80R14,Electric Power,All Windows,Power seats,Remote,68PS@6000rpm,96Nm@2500RPM,Digital,Analog,"Analog, Not on offer",Yes,5,Fabric,Manual,2510 mm,165/80R14,,Yes,,Yes,,"3 Years/1,00,000 Kms (Whichever comes earlier)",,"Internal, With Remote",280,Yes,Yes,Yes,Digital,Front,,Front,,2 Years /150000 Kms (Whichever comes earlier),Yes,Manual,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Air Conditioning with cooling only,No,,,No,,,,Yes,,,No,,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,,2.0,,Rake,,,Unknown,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,,,,,,,,,No,,,,,,,Unknown,Unknown,4.0
1222,Fiat,Punto Evo,Active Multijet 1.3,631292,1172,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1525,3989,1687,Hatchback,5,21.2,21.2,20.5,,1095 kg,5,185,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",,,165/80R14,165/80R14,Electric Power,Only Front Windows,Power seats,Remote,76PS@4000RPM,197Nm@1750RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,2510 mm,165/80R14,,Yes,,Yes,,"3 Years/1,00,000 Kms (Whichever comes earlier)",,"With Remote, Internal",280,Yes,Yes,Yes,Digital,Front,,Front,,2 Years /150000 Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,No,,,No,,,,Yes,,,No,,,,Yes,,All Rows,,Driver frontal airbag,Yes,Yes,Yes,,1.0,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,,,Yes,,,,,,No,,,,,,,Unknown,Unknown,4.0
1223,Fiat,Punto Evo,Dynamic Multijet 1.3,692655,1248,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45,Diesel,1525,3989,1687,Hatchback,5,21.2,21.2,20.3,,1165 kg,5,185,Solid Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",,,165/80 R14,165/80 R14,Electric Power,All Windows,Power seats,No,76PS@4000RPM,197Nm@1750RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2510 mm,14,,,,Yes,,"3 Years/1,00,000 Kms (Whichever comes earlier)",,"With Remote, Internal",280,Yes,Yes,Yes,Digital,Front,Yes,Front,,2 Years /150000 Kms (Whichever comes earlier),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,No,,,No,,,,Yes,,,No,,,,Yes,Yes,,,,Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,,,,,Manual Adjustment,,,,,Yes,,,,Yes,,,,,,No,,,,,,,Unknown,Unknown,4.0
1224,Fiat,Punto Evo,Emotion Multijet 1.3,747774,1248,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1525,3989,1687,Hatchback,5,21.2,21.2,21.2,,1095 kg,5,185,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",,,195/60R15,195/60R15,Electric Power,All Windows,,Remote,76PS@4000RPM,197Nm@1750RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2510 mm,195/60R15,,Yes,DVD Player with USB & Aux-in,Yes,,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,280,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 Years /150000 Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,No,,,No,,,,Yes,,,No,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,,,,,,,Yes,,,,,No,,,,,,,Unknown,Unknown,4.0
1225,Toyota,Yaris,J,940000,1496,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,unknown,Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.1,,1090 kg,6,152,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,,Yes,107PS@6000rpm,140Nm@4200rpm,Yes,Analog,Yes,Yes,5,Fabric,Manual,2550 mm,185/60 R15,,Yes,Not on offer,Yes,,Unknown,,Internal,476,,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,,Internal,Yes,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,No,,,Normal,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,1580 kg,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,,7.0,,Rake,,,Rear sensors,Yes,,,,Yes,,Yes,,Yes,Manual Adjustment,,,,Cup Holders,,,Yes,,,,,,,,No,,,,,,,Unknown,Unknown,4.0
1226,Toyota,Yaris,G,1055000,1496,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.1,,1095 kg,6,152,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,,Smart Key,107PS@6000rpm,140Nm@4200rpm,Digital,"Analog, Digital",Analog,Yes,5,Fabric,Manual,2550 mm,185/60 R15,Yes,Yes,Not on offer,Yes,Yes,Unknown,,Internal,476,,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,No,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,1580 kg,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,7.0,,Rake,,,Rear sensors,Yes,,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,,No,,,,,,,Unknown,Unknown,4.0
1227,Toyota,Yaris,V,1174000,1498,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.1,,1105 kg,6,152,Ventilated Disc,Ventilated Disc,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,,Yes,107PS@6000rpm,140Nm@4200rpm,Digital,"Analog, Digital",Analog,Yes,5,Fabric,Manual,2550 mm,185/60 R15,Yes,Yes,USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,476,,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,No,,,Normal,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,1580 kg,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,7.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,Yes,,,Yes,,,Yes,,Yes,,Unknown,Unknown,4.0
1228,Toyota,Yaris,Vx Cvt,1418000,1496,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.8,,1135 kg,7,152,Ventilated Disc,Ventilated Disc,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,Yes,Smart Key,107PS@6000rpm,140Nm@4200rpm,Digital,"Analog, Digital",Analog,Yes,5,Leather,Automatic,2550 mm,185/60 R15,Yes,Yes,USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,476,,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,No,,Yes,Normal,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1580 kg,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,7.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
1229,Toyota,Yaris,G Cvt,1175000,1496,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.8,,1115 kg,7,152,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,,Smart Key,107PS@6000rpm,140Nm@4200rpm,Digital,"Analog, Digital",Analog,Yes,5,Fabric,Automatic,2550 mm,185/60 R15,Yes,Yes,Not on offer,Yes,Yes,Unknown,,Internal,476,,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,No,,,Normal,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,1580 kg,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,7.0,,Rake,,,Rear sensors,Yes,,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,,No,,,,,,,Unknown,Unknown,4.0
1230,Toyota,Yaris,J Cvt,1010000,1496,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.8,,1110 kg,7,152,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,,Yes,107PS@6000rpm,140Nm@4200rpm,Yes,Analog,Yes,Yes,5,Fabric,Automatic,2550 mm,185/60 R15,,Yes,Not on offer,Yes,,Unknown,,Internal,476,,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,,Internal,Yes,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,No,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,1580 kg,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,,7.0,,Rake,,,Rear sensors,Yes,,,,Yes,,Yes,,Yes,Manual Adjustment,,,,Cup Holders,,,Yes,,,,,,,,No,,,,,,,Unknown,Unknown,4.0
1231,Toyota,Yaris,V Cvt,1294000,1496,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.8,,1125 kg,7,152,Ventilated Disc,Ventilated Disc,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Yes,All Windows,,Yes,107PS@6000rpm,140Nm@4200rpm,Digital,"Analog, Digital",Analog,Yes,5,Fabric,Automatic,2550 mm,185/60 R15,Yes,Yes,USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,476,,Yes,Yes,Yes,Front & Rear,Yes,Yes,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,No,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,1580 kg,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,7.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,Yes,,,Yes,,,Yes,,,,Unknown,Unknown,4.0
1232,Toyota,Yaris,Vx,1296000,1496,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.1,,1120 kg,6,152,Ventilated Disc,Ventilated Disc,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,Yes,Smart Key,107PS@6000rpm,140Nm@4200rpm,Digital,"Analog, Digital",Analog,Yes,5,Leather,Manual,2550 mm,185/60 R15,Yes,Yes,USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,476,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,No,,Yes,Normal,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1580 kg,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,7.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,,Yes,Yes,,,,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
1233,Toyota,Yaris,V (O),1197000,1498,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.1,,1105 kg,6,152,Ventilated Disc,Ventilated Disc,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,,Yes,107PS@6000rpm,140Nm@4200rpm,Digital,"Analog, Digital",Analog,Yes,5,Leather,Manual,2550 mm,185/60 R15,Yes,Yes,USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,476,,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,No,,,Normal,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,1580 kg,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,7.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,Yes,,,Yes,,,Yes,,,,Unknown,Unknown,4.0
1234,Toyota,Yaris,J (O),876000,1496,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,unknown,Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.1,,1090 kg,6,152,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,,Yes,107PS@6000rpm,140Nm@4200rpm,Yes,Analog,Yes,Yes,5,Fabric,Manual,2550 mm,185/60 R15,,Yes,Not on offer,Yes,,Unknown,,Internal,476,,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,,Internal,Yes,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,No,,,Normal,Yes,Yes,,Yes,Yes,,,Yes,,Yes,1580 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3.0,,Rake,,,Rear sensors,Yes,,,,Yes,,Yes,,Yes,Manual Adjustment,,,,Cup Holders,,,Yes,,,,,,,,No,,,,,,,Unknown,Unknown,4.0
1235,Toyota,Yaris,G (O),974000,1496,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.1,,1095 kg,6,152,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,,Smart Key,107PS@6000rpm,140Nm@4200rpm,Digital,"Analog, Digital",Analog,Yes,5,Fabric,Manual,2550 mm,185/60 R15,Yes,Yes,Not on offer,Yes,Yes,Unknown,,Internal,476,,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,No,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,1580 kg,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,3.0,,Rake,,,Rear sensors,Yes,,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,,No,,,,,,,Unknown,Unknown,4.0
1236,Toyota,Yaris,J (O) Cvt,935000,1496,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,unknown,Injection,42,Petrol,1495,4425,1730,Sedan,4,15.29,15.29,17.1,,1090 kg,6,152,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,,Yes,107PS@6000rpm,140Nm@4200rpm,Yes,Analog,Yes,Yes,5,Fabric,Automatic,2550 mm,185/60 R15,,Yes,Not on offer,Yes,,Unknown,,Internal,476,,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,,Internal,Yes,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,No,,,Normal,Yes,Yes,,Yes,Yes,,,Yes,,Yes,1580 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3.0,,Rake,,,Rear sensors,Yes,,,,Yes,,Yes,,Yes,Manual Adjustment,,,,Cup Holders,,,Yes,,,,,,,,No,,,,,,,Unknown,Unknown,4.0
